data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,label
21 ,71 ,82 ,29 ,10 ,53 ,92 ,59 ,76 ,15 ,1
12 ,53 ,63 ,33 ,38 ,24 ,56 ,90 ,20 ,8 ,1
4 ,60 ,12 ,16 ,4 ,15 ,81 ,11 ,22 ,2 ,1
30 ,81 ,23 ,20 ,40 ,54 ,86 ,81 ,52 ,10 ,1
17 ,90 ,82 ,37 ,18 ,81 ,76 ,63 ,9 ,85 ,1
16 ,65 ,60 ,30 ,40 ,42 ,62 ,3 ,58 ,11 ,1
15 ,65 ,33 ,32 ,26 ,7 ,74 ,30 ,92 ,83 ,1
20 ,96 ,71 ,24 ,29 ,28 ,61 ,87 ,44 ,51 ,1
32 ,83 ,87 ,1 ,39 ,77 ,63 ,46 ,85 ,78 ,1
11 ,53 ,68 ,24 ,9 ,41 ,93 ,84 ,64 ,88 ,1
46 ,75 ,5 ,11 ,3 ,84 ,94 ,60 ,55 ,36 ,1
8 ,70 ,77 ,43 ,17 ,5 ,64 ,28 ,92 ,2 ,1
8 ,86 ,37 ,41 ,13 ,30 ,68 ,11 ,15 ,9 ,1
2 ,77 ,43 ,0 ,18 ,32 ,51 ,94 ,0 ,64 ,1
9 ,98 ,31 ,15 ,30 ,21 ,86 ,84 ,36 ,20 ,1
31 ,96 ,1 ,42 ,39 ,94 ,90 ,50 ,33 ,28 ,1
36 ,79 ,87 ,26 ,18 ,31 ,52 ,12 ,99 ,89 ,1
17 ,83 ,25 ,29 ,23 ,85 ,69 ,10 ,62 ,22 ,1
19 ,64 ,42 ,44 ,24 ,51 ,71 ,57 ,55 ,71 ,1
47 ,56 ,61 ,42 ,47 ,45 ,68 ,86 ,52 ,11 ,1
37 ,88 ,17 ,18 ,15 ,13 ,82 ,50 ,3 ,9 ,1
46 ,100 ,46 ,47 ,24 ,86 ,80 ,1 ,18 ,21 ,1
26 ,54 ,27 ,28 ,38 ,32 ,56 ,37 ,3 ,17 ,1
12 ,74 ,68 ,15 ,30 ,40 ,66 ,11 ,40 ,35 ,1
8 ,97 ,36 ,4 ,1 ,22 ,58 ,35 ,97 ,45 ,1
31 ,65 ,3 ,38 ,25 ,28 ,87 ,35 ,98 ,8 ,1
15 ,56 ,47 ,10 ,25 ,60 ,54 ,4 ,82 ,79 ,1
43 ,78 ,86 ,12 ,32 ,71 ,60 ,18 ,75 ,1 ,1
43 ,97 ,59 ,6 ,23 ,29 ,79 ,52 ,10 ,42 ,1
33 ,92 ,53 ,5 ,11 ,68 ,86 ,57 ,81 ,56 ,1
40 ,90 ,72 ,17 ,40 ,45 ,61 ,97 ,31 ,59 ,1
39 ,58 ,88 ,27 ,87 ,74 ,87 ,50 ,65 ,65 ,0
44 ,86 ,36 ,49 ,70 ,11 ,56 ,38 ,71 ,67 ,0
8 ,80 ,37 ,37 ,72 ,14 ,64 ,79 ,92 ,73 ,0
15 ,60 ,49 ,0 ,90 ,16 ,98 ,11 ,72 ,35 ,0
25 ,65 ,11 ,35 ,62 ,79 ,56 ,18 ,45 ,53 ,0
5 ,89 ,91 ,27 ,89 ,94 ,100 ,33 ,73 ,28 ,0
15 ,70 ,26 ,21 ,73 ,91 ,52 ,17 ,43 ,53 ,0
34 ,55 ,17 ,15 ,85 ,60 ,75 ,42 ,41 ,88 ,0
13 ,85 ,46 ,0 ,74 ,1 ,66 ,32 ,33 ,90 ,0
26 ,86 ,11 ,30 ,64 ,64 ,76 ,9 ,59 ,80 ,0
45 ,95 ,11 ,11 ,93 ,30 ,70 ,81 ,32 ,85 ,0
40 ,90 ,54 ,40 ,88 ,26 ,64 ,43 ,96 ,83 ,0
41 ,84 ,14 ,9 ,87 ,34 ,74 ,92 ,99 ,40 ,0
5 ,83 ,62 ,24 ,80 ,92 ,89 ,50 ,46 ,13 ,0
17 ,88 ,93 ,42 ,56 ,65 ,89 ,11 ,59 ,34 ,0
32 ,75 ,68 ,23 ,95 ,88 ,97 ,27 ,86 ,8 ,0
18 ,70 ,29 ,44 ,55 ,51 ,55 ,67 ,47 ,35 ,0
4 ,69 ,69 ,48 ,61 ,2 ,70 ,67 ,32 ,24 ,0
35 ,77 ,93 ,13 ,93 ,91 ,66 ,90 ,37 ,69 ,0
43 ,73 ,15 ,31 ,95 ,54 ,70 ,24 ,76 ,26 ,0
42 ,90 ,22 ,32 ,56 ,68 ,85 ,79 ,62 ,37 ,0
36 ,54 ,75 ,44 ,51 ,53 ,83 ,10 ,44 ,52 ,0
49 ,88 ,97 ,33 ,69 ,40 ,63 ,100 ,12 ,32 ,0
33 ,67 ,40 ,39 ,82 ,17 ,92 ,97 ,93 ,18 ,0
42 ,80 ,55 ,48 ,51 ,94 ,51 ,28 ,5 ,2 ,0
16 ,55 ,42 ,23 ,100 ,65 ,75 ,91 ,65 ,79 ,0
39 ,85 ,93 ,23 ,70 ,96 ,78 ,69 ,21 ,61 ,0
30 ,52 ,81 ,34 ,59 ,43 ,96 ,40 ,55 ,84 ,0
17 ,79 ,71 ,1 ,78 ,2 ,87 ,29 ,42 ,16 ,0
40 ,62 ,88 ,14 ,62 ,52 ,76 ,70 ,33 ,69 ,0
27 ,80 ,26 ,30 ,73 ,28 ,51 ,0 ,65 ,67 ,0
34 ,66 ,68 ,1 ,73 ,88 ,70 ,78 ,7 ,49 ,0
36 ,96 ,25 ,43 ,61 ,79 ,90 ,37 ,20 ,10 ,0
4 ,58 ,12 ,25 ,96 ,87 ,92 ,2 ,78 ,76 ,0
33 ,70 ,76 ,12 ,53 ,98 ,87 ,95 ,77 ,45 ,0
41 ,86 ,35 ,49 ,92 ,19 ,67 ,58 ,68 ,6 ,0
43 ,99 ,2 ,36 ,86 ,99 ,95 ,24 ,64 ,90 ,0
1 ,67 ,61 ,9 ,96 ,72 ,61 ,17 ,45 ,95 ,0
42 ,52 ,94 ,8 ,100 ,92 ,88 ,97 ,98 ,83 ,0
11 ,83 ,85 ,23 ,73 ,31 ,76 ,95 ,16 ,36 ,0
33 ,78 ,82 ,49 ,79 ,84 ,89 ,24 ,45 ,76 ,0
13 ,61 ,31 ,24 ,64 ,93 ,57 ,61 ,1 ,53 ,0
27 ,84 ,99 ,29 ,96 ,55 ,83 ,91 ,39 ,68 ,0
46 ,60 ,65 ,34 ,87 ,22 ,60 ,37 ,55 ,13 ,0
2 ,100 ,13 ,40 ,60 ,97 ,77 ,60 ,87 ,20 ,0
17 ,74 ,8 ,46 ,99 ,56 ,64 ,23 ,56 ,78 ,0
30 ,100 ,8 ,30 ,52 ,49 ,77 ,2 ,13 ,91 ,0
13 ,51 ,3 ,22 ,55 ,53 ,88 ,99 ,32 ,63 ,0
35 ,63 ,96 ,46 ,82 ,27 ,63 ,74 ,86 ,8 ,0
8 ,90 ,25 ,34 ,92 ,30 ,96 ,37 ,90 ,36 ,0
37 ,83 ,24 ,3 ,68 ,73 ,53 ,7 ,11 ,72 ,0
4 ,97 ,39 ,27 ,98 ,39 ,83 ,41 ,99 ,23 ,0
31 ,86 ,1 ,13 ,57 ,9 ,73 ,96 ,48 ,76 ,0
44 ,91 ,83 ,37 ,62 ,13 ,54 ,19 ,99 ,71 ,0
7 ,79 ,74 ,10 ,100 ,15 ,52 ,58 ,54 ,16 ,0
3 ,86 ,8 ,34 ,51 ,32 ,76 ,53 ,1 ,52 ,0
36 ,57 ,30 ,39 ,52 ,4 ,73 ,32 ,68 ,44 ,0
49 ,75 ,31 ,8 ,62 ,94 ,79 ,43 ,53 ,89 ,0
49 ,95 ,46 ,4 ,62 ,17 ,53 ,75 ,13 ,85 ,0
0 ,71 ,55 ,5 ,81 ,6 ,92 ,86 ,61 ,62 ,0
36 ,55 ,67 ,33 ,52 ,56 ,90 ,86 ,20 ,19 ,0
19 ,58 ,89 ,38 ,68 ,25 ,86 ,91 ,86 ,87 ,0
48 ,97 ,46 ,18 ,78 ,17 ,95 ,75 ,79 ,49 ,0
10 ,88 ,87 ,19 ,73 ,32 ,77 ,94 ,46 ,45 ,0
6 ,78 ,87 ,23 ,58 ,30 ,96 ,57 ,94 ,37 ,0
47 ,76 ,28 ,5 ,61 ,76 ,85 ,41 ,42 ,69 ,0
4 ,99 ,20 ,7 ,67 ,25 ,85 ,65 ,12 ,100 ,0
8 ,87 ,36 ,21 ,71 ,13 ,63 ,17 ,76 ,65 ,0
35 ,67 ,23 ,13 ,56 ,78 ,54 ,93 ,34 ,55 ,0
27 ,84 ,72 ,19 ,93 ,7 ,68 ,26 ,90 ,16 ,0
14 ,62 ,95 ,23 ,76 ,71 ,73 ,7 ,62 ,67 ,0
36 ,74 ,47 ,3 ,87 ,13 ,59 ,15 ,21 ,89 ,0
4 ,99 ,67 ,48 ,95 ,21 ,57 ,95 ,72 ,72 ,0
40 ,52 ,63 ,41 ,51 ,44 ,73 ,40 ,27 ,52 ,0
18 ,57 ,78 ,38 ,94 ,52 ,98 ,0 ,78 ,89 ,0
48 ,71 ,85 ,48 ,93 ,65 ,56 ,37 ,83 ,70 ,0
41 ,94 ,40 ,28 ,65 ,21 ,53 ,81 ,10 ,16 ,0
27 ,57 ,69 ,32 ,73 ,16 ,97 ,82 ,81 ,29 ,0
6 ,69 ,56 ,35 ,88 ,37 ,92 ,19 ,43 ,75 ,0
9 ,64 ,81 ,22 ,66 ,7 ,76 ,30 ,28 ,7 ,0
7 ,85 ,28 ,27 ,87 ,26 ,95 ,18 ,7 ,6 ,0
17 ,51 ,89 ,18 ,91 ,33 ,97 ,61 ,90 ,91 ,0
35 ,81 ,97 ,36 ,67 ,46 ,70 ,55 ,22 ,27 ,0
31 ,53 ,46 ,0 ,57 ,98 ,55 ,30 ,12 ,57 ,0
21 ,74 ,58 ,45 ,64 ,36 ,100 ,32 ,93 ,54 ,0
20 ,55 ,38 ,37 ,84 ,52 ,77 ,94 ,40 ,6 ,0
31 ,92 ,71 ,10 ,91 ,12 ,95 ,7 ,20 ,41 ,0
19 ,68 ,74 ,15 ,71 ,94 ,73 ,16 ,23 ,75 ,0
18 ,63 ,10 ,37 ,65 ,7 ,83 ,54 ,40 ,88 ,0
1 ,57 ,39 ,37 ,57 ,14 ,62 ,8 ,19 ,58 ,0
39 ,55 ,4 ,19 ,55 ,29 ,63 ,76 ,99 ,52 ,0
19 ,79 ,42 ,14 ,93 ,37 ,62 ,99 ,25 ,37 ,0
11 ,85 ,25 ,43 ,73 ,95 ,59 ,0 ,49 ,7 ,0
26 ,64 ,91 ,11 ,100 ,66 ,97 ,62 ,25 ,95 ,0
41 ,60 ,50 ,9 ,75 ,79 ,96 ,100 ,4 ,29 ,0
3 ,69 ,52 ,2 ,70 ,81 ,63 ,54 ,92 ,19 ,0
45 ,52 ,27 ,12 ,76 ,65 ,74 ,32 ,3 ,75 ,0
20 ,93 ,16 ,2 ,61 ,10 ,73 ,58 ,62 ,46 ,0
46 ,52 ,86 ,31 ,67 ,41 ,90 ,24 ,75 ,95 ,0
4 ,81 ,54 ,27 ,84 ,7 ,71 ,53 ,35 ,88 ,0
8 ,81 ,7 ,78 ,67 ,22 ,92 ,12 ,83 ,55 ,1
9 ,71 ,74 ,67 ,25 ,26 ,43 ,15 ,13 ,39 ,1
17 ,98 ,65 ,54 ,16 ,18 ,55 ,33 ,58 ,32 ,1
46 ,66 ,67 ,96 ,63 ,20 ,22 ,24 ,6 ,72 ,1
10 ,95 ,1 ,64 ,19 ,45 ,52 ,26 ,15 ,99 ,1
12 ,81 ,38 ,91 ,54 ,12 ,25 ,41 ,13 ,47 ,1
3 ,80 ,57 ,87 ,67 ,4 ,47 ,19 ,26 ,95 ,1
8 ,98 ,12 ,81 ,46 ,5 ,38 ,34 ,56 ,3 ,1
6 ,85 ,28 ,76 ,92 ,1 ,63 ,5 ,12 ,12 ,1
1 ,61 ,81 ,91 ,93 ,25 ,82 ,3 ,34 ,49 ,1
39 ,64 ,38 ,72 ,76 ,3 ,71 ,11 ,35 ,83 ,1
3 ,61 ,52 ,61 ,11 ,17 ,29 ,41 ,72 ,15 ,1
12 ,54 ,62 ,76 ,15 ,18 ,37 ,7 ,14 ,32 ,1
49 ,70 ,42 ,78 ,96 ,13 ,9 ,30 ,23 ,95 ,1
38 ,64 ,10 ,94 ,81 ,3 ,21 ,2 ,16 ,57 ,1
19 ,86 ,57 ,77 ,22 ,22 ,2 ,49 ,9 ,35 ,1
0 ,55 ,40 ,52 ,26 ,11 ,97 ,20 ,21 ,51 ,1
45 ,56 ,44 ,60 ,20 ,9 ,86 ,27 ,2 ,93 ,1
20 ,58 ,13 ,88 ,6 ,48 ,86 ,14 ,80 ,61 ,1
23 ,94 ,20 ,81 ,35 ,43 ,88 ,15 ,6 ,74 ,1
45 ,96 ,76 ,97 ,60 ,28 ,17 ,30 ,86 ,58 ,1
35 ,60 ,76 ,95 ,89 ,22 ,1 ,9 ,1 ,22 ,1
9 ,56 ,9 ,75 ,20 ,2 ,10 ,13 ,12 ,56 ,1
37 ,55 ,9 ,87 ,94 ,4 ,0 ,33 ,83 ,17 ,1
15 ,74 ,50 ,99 ,82 ,15 ,90 ,34 ,82 ,41 ,1
20 ,84 ,72 ,83 ,46 ,7 ,79 ,15 ,84 ,28 ,1
41 ,58 ,67 ,71 ,51 ,4 ,77 ,10 ,11 ,25 ,1
18 ,96 ,74 ,63 ,94 ,37 ,60 ,49 ,24 ,17 ,1
15 ,57 ,65 ,89 ,22 ,45 ,24 ,2 ,86 ,2 ,1
25 ,62 ,99 ,78 ,1 ,4 ,87 ,37 ,18 ,96 ,1
13 ,73 ,63 ,63 ,42 ,44 ,11 ,4 ,27 ,67 ,1
26 ,57 ,41 ,57 ,17 ,14 ,83 ,16 ,79 ,8 ,1
34 ,96 ,97 ,64 ,48 ,42 ,79 ,13 ,5 ,54 ,1
29 ,98 ,47 ,51 ,69 ,22 ,77 ,1 ,44 ,61 ,1
30 ,59 ,13 ,68 ,20 ,22 ,89 ,3 ,60 ,90 ,1
14 ,79 ,100 ,60 ,27 ,17 ,30 ,0 ,68 ,29 ,1
11 ,87 ,19 ,53 ,2 ,10 ,59 ,42 ,2 ,12 ,1
42 ,95 ,78 ,64 ,73 ,24 ,58 ,16 ,12 ,32 ,1
46 ,59 ,0 ,96 ,21 ,3 ,16 ,21 ,21 ,57 ,1
11 ,85 ,22 ,87 ,4 ,14 ,100 ,14 ,79 ,68 ,1
0 ,77 ,58 ,90 ,27 ,26 ,65 ,7 ,13 ,7 ,1
9 ,77 ,27 ,76 ,67 ,3 ,19 ,12 ,14 ,24 ,1
45 ,79 ,67 ,52 ,2 ,12 ,68 ,7 ,53 ,91 ,1
23 ,66 ,97 ,71 ,18 ,40 ,53 ,28 ,78 ,97 ,1
30 ,86 ,79 ,85 ,93 ,17 ,90 ,10 ,8 ,79 ,1
34 ,71 ,25 ,85 ,10 ,38 ,94 ,23 ,5 ,46 ,1
38 ,72 ,41 ,91 ,28 ,39 ,61 ,4 ,52 ,63 ,1
18 ,58 ,58 ,51 ,77 ,15 ,28 ,2 ,55 ,65 ,1
26 ,81 ,36 ,87 ,35 ,0 ,51 ,11 ,21 ,27 ,1
16 ,59 ,20 ,100 ,7 ,35 ,65 ,1 ,8 ,35 ,1
23 ,95 ,42 ,99 ,75 ,33 ,53 ,5 ,80 ,72 ,1
8 ,98 ,46 ,80 ,88 ,37 ,1 ,36 ,74 ,20 ,1
31 ,82 ,11 ,85 ,79 ,24 ,50 ,17 ,36 ,50 ,1
48 ,67 ,81 ,53 ,67 ,4 ,78 ,0 ,97 ,7 ,1
38 ,86 ,39 ,58 ,55 ,30 ,2 ,17 ,46 ,16 ,1
14 ,99 ,57 ,72 ,12 ,12 ,80 ,2 ,44 ,73 ,1
27 ,95 ,11 ,66 ,94 ,9 ,28 ,29 ,99 ,11 ,1
9 ,54 ,4 ,95 ,93 ,3 ,73 ,15 ,54 ,81 ,1
41 ,72 ,37 ,94 ,55 ,41 ,92 ,1 ,84 ,33 ,1
23 ,51 ,52 ,52 ,39 ,11 ,99 ,14 ,4 ,73 ,1
4 ,80 ,52 ,51 ,56 ,26 ,3 ,18 ,33 ,48 ,1
47 ,56 ,96 ,98 ,37 ,7 ,71 ,10 ,89 ,1 ,1
28 ,69 ,78 ,80 ,51 ,6 ,50 ,15 ,15 ,49 ,1
38 ,70 ,4 ,92 ,68 ,45 ,36 ,10 ,28 ,76 ,1
15 ,69 ,75 ,56 ,9 ,4 ,82 ,15 ,98 ,26 ,1
24 ,91 ,6 ,73 ,98 ,10 ,74 ,11 ,13 ,99 ,1
17 ,91 ,67 ,96 ,87 ,44 ,79 ,13 ,43 ,13 ,1
33 ,81 ,20 ,53 ,55 ,48 ,62 ,46 ,54 ,90 ,1
7 ,81 ,24 ,59 ,100 ,49 ,55 ,7 ,88 ,98 ,1
0 ,51 ,62 ,55 ,72 ,5 ,4 ,3 ,100 ,0 ,1
10 ,61 ,38 ,83 ,63 ,35 ,14 ,37 ,91 ,81 ,1
36 ,87 ,39 ,57 ,54 ,20 ,87 ,17 ,48 ,21 ,1
12 ,95 ,98 ,59 ,54 ,28 ,86 ,35 ,37 ,64 ,1
22 ,55 ,43 ,87 ,53 ,0 ,41 ,9 ,96 ,86 ,1
39 ,82 ,70 ,61 ,3 ,2 ,77 ,15 ,71 ,93 ,1
35 ,92 ,64 ,67 ,33 ,36 ,87 ,12 ,89 ,78 ,1
36 ,76 ,100 ,76 ,3 ,26 ,64 ,26 ,9 ,22 ,1
24 ,97 ,81 ,80 ,71 ,1 ,94 ,28 ,47 ,58 ,1
17 ,99 ,59 ,93 ,28 ,7 ,91 ,18 ,35 ,32 ,1
7 ,77 ,43 ,69 ,94 ,36 ,16 ,26 ,44 ,25 ,1
46 ,73 ,30 ,75 ,79 ,1 ,13 ,18 ,63 ,44 ,1
21 ,69 ,84 ,53 ,88 ,2 ,97 ,31 ,70 ,2 ,1
29 ,71 ,71 ,65 ,45 ,23 ,100 ,7 ,32 ,15 ,1
2 ,53 ,69 ,75 ,85 ,30 ,100 ,8 ,50 ,25 ,1
49 ,83 ,33 ,80 ,15 ,28 ,70 ,15 ,16 ,35 ,1
22 ,98 ,26 ,99 ,16 ,8 ,94 ,16 ,75 ,95 ,1
13 ,80 ,91 ,87 ,26 ,45 ,17 ,26 ,37 ,56 ,1
2 ,66 ,17 ,74 ,93 ,30 ,87 ,24 ,31 ,92 ,1
38 ,71 ,77 ,61 ,18 ,20 ,36 ,12 ,64 ,52 ,1
34 ,60 ,73 ,68 ,82 ,12 ,29 ,49 ,67 ,48 ,1
44 ,53 ,28 ,83 ,63 ,8 ,62 ,37 ,55 ,87 ,1
8 ,77 ,8 ,70 ,73 ,36 ,76 ,46 ,63 ,63 ,1
23 ,63 ,0 ,58 ,30 ,2 ,46 ,10 ,76 ,44 ,1
43 ,71 ,17 ,83 ,65 ,42 ,83 ,40 ,45 ,68 ,1
22 ,62 ,87 ,59 ,61 ,13 ,76 ,15 ,8 ,35 ,1
23 ,63 ,32 ,56 ,100 ,12 ,52 ,0 ,54 ,90 ,1
38 ,59 ,95 ,91 ,39 ,31 ,74 ,43 ,25 ,75 ,1
39 ,89 ,45 ,66 ,98 ,32 ,55 ,20 ,71 ,50 ,1
45 ,65 ,2 ,66 ,10 ,20 ,69 ,36 ,23 ,43 ,1
19 ,95 ,83 ,53 ,8 ,14 ,96 ,36 ,68 ,55 ,1
45 ,74 ,13 ,87 ,34 ,9 ,80 ,35 ,20 ,69 ,1
47 ,95 ,64 ,73 ,65 ,33 ,62 ,20 ,29 ,69 ,1
39 ,92 ,42 ,67 ,40 ,29 ,95 ,48 ,55 ,11 ,1
3 ,77 ,60 ,79 ,68 ,40 ,48 ,9 ,82 ,84 ,1
27 ,58 ,87 ,54 ,66 ,37 ,0 ,47 ,12 ,8 ,1
44 ,80 ,54 ,79 ,67 ,25 ,71 ,21 ,48 ,28 ,1
33 ,72 ,79 ,86 ,73 ,47 ,15 ,37 ,18 ,10 ,1
20 ,51 ,97 ,94 ,1 ,26 ,60 ,11 ,6 ,6 ,1
46 ,73 ,23 ,96 ,69 ,42 ,95 ,8 ,98 ,48 ,1
29 ,54 ,2 ,75 ,15 ,1 ,85 ,23 ,99 ,49 ,1
32 ,86 ,95 ,82 ,77 ,39 ,81 ,44 ,91 ,9 ,1
45 ,64 ,71 ,92 ,15 ,18 ,87 ,41 ,49 ,38 ,1
49 ,70 ,32 ,64 ,76 ,39 ,90 ,7 ,72 ,86 ,1
7 ,75 ,67 ,66 ,82 ,14 ,40 ,1 ,62 ,57 ,1
11 ,66 ,20 ,69 ,74 ,12 ,58 ,32 ,91 ,93 ,1
13 ,83 ,12 ,83 ,22 ,31 ,7 ,20 ,63 ,29 ,1
4 ,73 ,60 ,57 ,36 ,11 ,78 ,5 ,7 ,100 ,1
23 ,82 ,55 ,83 ,8 ,43 ,11 ,29 ,93 ,96 ,1
17 ,63 ,28 ,80 ,37 ,10 ,70 ,19 ,68 ,53 ,1
5 ,62 ,87 ,78 ,6 ,35 ,14 ,32 ,72 ,79 ,1
43 ,64 ,72 ,77 ,39 ,7 ,11 ,37 ,56 ,69 ,1
35 ,97 ,31 ,57 ,36 ,12 ,4 ,36 ,85 ,81 ,1
14 ,58 ,88 ,87 ,100 ,3 ,97 ,2 ,100 ,0 ,1
17 ,95 ,93 ,95 ,63 ,8 ,61 ,42 ,81 ,46 ,1
39 ,91 ,53 ,69 ,39 ,43 ,20 ,35 ,15 ,78 ,1
34 ,76 ,34 ,94 ,82 ,11 ,50 ,19 ,23 ,94 ,1
4 ,51 ,10 ,64 ,22 ,7 ,28 ,39 ,61 ,24 ,1
29 ,64 ,67 ,61 ,13 ,12 ,79 ,15 ,56 ,16 ,1
0 ,54 ,22 ,61 ,80 ,2 ,71 ,11 ,67 ,20 ,1
0 ,51 ,86 ,92 ,34 ,12 ,44 ,47 ,48 ,74 ,1
38 ,54 ,63 ,52 ,72 ,5 ,91 ,49 ,47 ,54 ,1
29 ,82 ,78 ,64 ,45 ,36 ,54 ,14 ,28 ,87 ,1
37 ,55 ,2 ,63 ,11 ,40 ,68 ,16 ,83 ,93 ,1
2 ,79 ,45 ,99 ,9 ,26 ,49 ,41 ,53 ,77 ,1
45 ,88 ,75 ,68 ,75 ,23 ,71 ,37 ,36 ,75 ,1
12 ,64 ,31 ,63 ,68 ,34 ,83 ,28 ,39 ,60 ,1
24 ,76 ,79 ,89 ,97 ,7 ,37 ,29 ,34 ,76 ,1
37 ,59 ,39 ,73 ,69 ,47 ,69 ,44 ,52 ,73 ,1
0 ,80 ,42 ,86 ,82 ,20 ,31 ,22 ,47 ,50 ,1
0 ,58 ,61 ,77 ,86 ,6 ,7 ,32 ,30 ,55 ,1
7 ,68 ,13 ,76 ,19 ,23 ,98 ,30 ,15 ,28 ,1
26 ,66 ,15 ,53 ,1 ,1 ,58 ,44 ,17 ,38 ,1
7 ,51 ,79 ,51 ,72 ,16 ,42 ,4 ,48 ,73 ,1
31 ,94 ,60 ,96 ,4 ,49 ,29 ,45 ,23 ,88 ,1
17 ,82 ,96 ,74 ,74 ,49 ,90 ,43 ,64 ,89 ,1
5 ,90 ,5 ,92 ,26 ,22 ,75 ,47 ,77 ,83 ,1
34 ,89 ,95 ,70 ,80 ,9 ,38 ,40 ,12 ,20 ,1
36 ,89 ,92 ,51 ,39 ,49 ,29 ,13 ,57 ,7 ,1
38 ,96 ,38 ,89 ,18 ,1 ,50 ,0 ,41 ,39 ,1
21 ,76 ,88 ,99 ,32 ,20 ,53 ,18 ,76 ,36 ,1
46 ,76 ,36 ,81 ,32 ,8 ,61 ,31 ,80 ,54 ,1
15 ,64 ,78 ,57 ,74 ,47 ,92 ,39 ,45 ,48 ,1
20 ,75 ,71 ,65 ,67 ,43 ,20 ,32 ,61 ,11 ,1
39 ,53 ,26 ,87 ,75 ,28 ,39 ,17 ,39 ,56 ,1
23 ,97 ,29 ,96 ,43 ,42 ,55 ,7 ,25 ,57 ,1
43 ,87 ,33 ,76 ,61 ,34 ,95 ,49 ,39 ,28 ,1
45 ,63 ,100 ,83 ,8 ,34 ,20 ,8 ,68 ,79 ,1
10 ,87 ,49 ,95 ,1 ,47 ,79 ,19 ,28 ,69 ,1
1 ,83 ,82 ,66 ,90 ,24 ,63 ,16 ,86 ,16 ,1
10 ,72 ,13 ,73 ,56 ,34 ,60 ,30 ,38 ,24 ,1
9 ,82 ,65 ,73 ,12 ,15 ,78 ,26 ,74 ,53 ,1
46 ,77 ,37 ,64 ,4 ,32 ,13 ,35 ,92 ,63 ,1
29 ,62 ,5 ,76 ,62 ,47 ,8 ,5 ,86 ,74 ,1
18 ,64 ,63 ,71 ,82 ,48 ,61 ,17 ,21 ,88 ,1
48 ,52 ,77 ,98 ,51 ,19 ,88 ,10 ,47 ,90 ,1
35 ,96 ,74 ,72 ,80 ,33 ,20 ,20 ,32 ,68 ,1
34 ,67 ,98 ,85 ,16 ,43 ,77 ,4 ,46 ,83 ,1
2 ,86 ,48 ,77 ,70 ,4 ,27 ,21 ,77 ,87 ,1
14 ,52 ,31 ,53 ,78 ,36 ,19 ,9 ,16 ,48 ,1
21 ,65 ,82 ,69 ,16 ,6 ,84 ,5 ,16 ,50 ,1
34 ,62 ,57 ,55 ,22 ,22 ,64 ,0 ,56 ,37 ,1
27 ,79 ,57 ,55 ,23 ,20 ,95 ,9 ,2 ,32 ,1
44 ,80 ,68 ,64 ,87 ,31 ,16 ,5 ,9 ,11 ,1
25 ,64 ,68 ,60 ,72 ,1 ,88 ,11 ,5 ,38 ,1
5 ,85 ,15 ,84 ,63 ,15 ,94 ,33 ,22 ,50 ,1
47 ,98 ,63 ,90 ,24 ,1 ,51 ,6 ,100 ,32 ,1
48 ,93 ,73 ,97 ,53 ,26 ,87 ,47 ,99 ,65 ,1
44 ,81 ,39 ,85 ,78 ,23 ,70 ,4 ,2 ,73 ,1
16 ,67 ,66 ,76 ,15 ,1 ,92 ,17 ,71 ,73 ,1
27 ,60 ,26 ,60 ,48 ,24 ,11 ,37 ,86 ,7 ,1
40 ,56 ,35 ,60 ,80 ,43 ,91 ,30 ,10 ,84 ,1
38 ,63 ,32 ,83 ,73 ,5 ,24 ,47 ,64 ,56 ,1
5 ,76 ,47 ,71 ,87 ,0 ,79 ,38 ,13 ,84 ,1
33 ,79 ,27 ,83 ,91 ,33 ,60 ,22 ,28 ,71 ,1
42 ,69 ,17 ,92 ,32 ,26 ,95 ,39 ,95 ,43 ,1
3 ,67 ,86 ,86 ,32 ,4 ,75 ,30 ,46 ,23 ,1
41 ,89 ,26 ,69 ,77 ,46 ,46 ,9 ,32 ,80 ,1
35 ,53 ,80 ,97 ,91 ,22 ,17 ,30 ,33 ,60 ,1
4 ,70 ,84 ,69 ,56 ,18 ,57 ,31 ,93 ,28 ,1
37 ,53 ,7 ,62 ,57 ,42 ,21 ,16 ,81 ,77 ,1
16 ,71 ,78 ,57 ,18 ,1 ,90 ,9 ,72 ,44 ,1
37 ,59 ,44 ,88 ,65 ,19 ,99 ,18 ,77 ,57 ,1
41 ,87 ,42 ,60 ,94 ,12 ,95 ,31 ,52 ,62 ,1
38 ,77 ,56 ,79 ,28 ,9 ,52 ,12 ,67 ,81 ,1
5 ,72 ,30 ,96 ,60 ,25 ,100 ,7 ,97 ,52 ,1
2 ,76 ,92 ,65 ,80 ,36 ,18 ,38 ,46 ,21 ,1
3 ,66 ,21 ,51 ,91 ,37 ,97 ,49 ,72 ,27 ,1
28 ,95 ,20 ,95 ,85 ,17 ,19 ,7 ,37 ,87 ,1
24 ,55 ,3 ,74 ,46 ,8 ,58 ,26 ,37 ,5 ,1
26 ,53 ,71 ,85 ,45 ,12 ,79 ,46 ,36 ,34 ,1
7 ,79 ,23 ,65 ,85 ,84 ,57 ,13 ,78 ,36 ,1
