产品ID,型号,品牌,颜色数,上市时间,市场定位,芯片平台,芯片主频,AP,频段数量,零售价格,外观类型,厚度,产品重量,屏幕数量,屏幕尺寸,分辩率,触摸屏,键盘类型,RAM,ROM,Flash内存,摄像头,定位,FM广播,电视,Modem,红外,蓝牙,WLAN,电池容量,重力感应器,方向感应器,文字输入方法数,智能系统
836,GXQ E958,高新奇,4,2011,2,0,192,1,1,447,0,13.4,76,1,1.75,20480,0,1,16,16,0,0,0,0,0,0,0,0,0,700,0,0,1,0
837,GXQ EG968,高新奇,2,2011,2,0,192,1,3,1280,0,12.6,100,1,2.8,76800,2,0,256,512,170,320,1,1,0,1,0,1,1,1050,1,0,2,1
838,EA6000,miki,1,2011,3,0,600,1,1,1880,0,14.4,111,1,2.4,76800,2,1,32,64,128,30,0,1,0,0,0,0,0,100,0,0,3,0
839,Lenovo i318e,联想,1,2011,0,0,192,1,1,888,0,11,130,1,3.5,153600,2,0,256,512,100,300,1,1,0,1,0,1,1,1300,1,1,3,1
840,VD850,百灵葳朗,1,2011,1,1,56,0,3,690,1,15.9,100,1,2.8,76800,1,0,256,512,256,30,1,0,0,1,0,1,0,1000,0,0,2,1
841,SCH-E329,三星,2,2011,0,0,192,1,1,399,0,12.95,105,1,2.8,76800,1,0,128,128,130,200,0,1,0,1,0,1,0,1030,0,0,2,0
842,BenWee E8,本为,5,2011,2,1,125,1,1,364,0,14,121,1,3.7,384000,2,0,512,2000,900,500,1,1,0,1,0,1,1,1400,1,1,2,1
843,CIYO V3,世纪星宇,2,2011,0,1,125,0,1,379,0,13.5,90,1,2.4,76800,0,1,32,128,0,30,0,1,0,1,0,0,0,1000,0,0,1,0
844,E61V,易丰展业,1,2011,0,0,192,1,1,423,0,12.6,158,1,2.6,76800,2,0,128,32,4,130,0,1,0,0,0,1,0,900,0,0,3,0
845,Saihon C200,赛鸿,1,2011,0,0,96,1,1,368,0,12.5,110,1,3.2,96000,1,0,256,256,128,320,1,1,0,1,0,1,0,1100,0,0,2,1
846,Saihon E300,赛鸿,1,2011,2,1,125,1,1,370,0,14.6,90,1,2.2,38720,0,1,128,32,8,30,0,1,0,0,0,1,0,800,0,0,1,0
847,SCH-i559,三星,3,2011,2,0,600,1,1,1290,0,12.1,90,1,2.4,76800,0,1,64,256,2,30,0,0,0,1,0,0,0,1100,0,0,1,0
848,U2,优思,1,2011,1,0,96,1,3,1184,0,10,120,1,2.4,76800,0,1,128,64,30,30,0,0,0,1,0,0,0,1500,0,0,1,0
849,HS-C210,海信,1,2011,0,0,96,1,1,248,0,11.5,110,1,2.4,76800,0,1,64,128,10,30,0,0,0,1,0,0,0,1200,0,0,1,0
850,E306,天宇朗通,2,2011,1,0,192,1,1,364,0,15.5,100,1,2,38720,0,2,32,128,40,0,0,0,0,1,0,0,0,1200,0,0,1,0
851,E310,天宇朗通,1,2011,0,0,192,1,1,378,0,15.8,150,1,4,153600,2,0,256,512,50,200,1,0,0,1,0,0,1,1700,1,1,2,1
852,Philips-D613,中电器材,4,2010,1,0,192,1,3,1613,1,17.7,120,1,2.8,76800,1,0,64,128,50,200,1,0,0,1,0,1,1,1270,0,0,2,1
853,Saihon D80,赛鸿,1,2011,0,0,96,1,3,998,1,16,126,1,2.2,76800,0,1,32,32,20,200,0,1,0,1,1,1,0,1070,0,0,1,0
854,JC100,吉邦,2,2011,3,0,192,0,1,459,0,15,90,1,2.2,38720,0,2,128,32,0,30,0,1,0,0,0,0,0,1000,0,0,3,0
855,EF816,深圳广信,3,2011,1,0,192,1,3,655,0,11.7,122,1,3.2,172800,1,0,256,512,40,200,1,0,0,1,0,0,0,1400,1,0,3,1
856,U73,优思,2,2011,0,0,96,1,1,415,0,14,70,1,1.44,20480,0,2,32,64,0,0,0,0,0,0,0,0,0,650,0,0,1,0
857,MASTONE T588,扬州万事通,2,2011,0,1,125,0,1,599,0,12.8,148,1,3.2,153600,2,0,256,512,512,200,1,0,0,1,0,1,1,1500,1,0,2,1
858,EPHONE E52,易丰展业,3,2011,0,0,96,1,3,650,0,14.21,110,1,2.6,76800,1,1,64,128,110,30,0,0,0,0,0,1,0,1200,0,0,3,0
859,SCH-W289,三星,2,2011,1,1,125,1,3,1641,0,14.55,115,1,3,96000,1,0,128,256,50,320,1,0,0,1,0,1,0,1500,0,0,2,0
860,SCH-i579,三星,1,2011,2,0,600,1,1,2380,0,11.6,130,1,2.6,76800,0,1,8,16,24,200,0,1,0,0,0,1,0,1500,0,0,1,0
861,HE-N6E,海尔,2,2011,3,0,600,1,1,835,0,13.2,75,1,1.5,16384,0,1,32,16,10,0,0,1,0,0,0,0,0,850,0,0,1,0
862,TY300,深圳世纪天元,3,2011,1,0,96,0,3,980,1,16.2,102.5,1,3.2,96000,1,0,256,512,200,300,1,1,0,1,0,0,0,1300,0,0,2,1
863,Skyworth SE19,创维,2,2011,3,0,192,1,1,358,0,12.6,120,1,2.4,76800,1,1,64,64,256,30,0,1,0,0,0,0,0,1400,0,0,1,0
864,TC105,吉邦,1,2010,3,1,56,0,3,980,1,20,100,1,1.5,20480,0,1,8,4,0.3,0,0,0,0,0,0,0,0,800,0,0,1,0
865,EF708,深圳广信,2,2011,1,0,192,1,1,478,0,13.5,80,1,2.4,76800,1,0,64,128,10,30,0,0,0,1,0,0,0,1000,0,0,2,0
866,LT E16,特灵通,2,2011,2,1,125,1,1,388,0,14.2,70,1,2.2,38720,0,1,32,128,512,30,0,0,0,0,0,0,0,1000,0,0,1,0
867,Twin T69,彤霖,2,2011,0,0,96,0,1,238,0,12.5,75,1,2.4,76800,0,1,64,128,30,30,1,0,0,1,0,0,0,850,0,0,1,0
868,X2011,深圳同威,4,2011,1,0,528,1,1,685,0,13.8,79,1,2.6,76800,1,0,128,256,50,30,0,0,0,1,0,0,0,1000,0,0,2,0
869,FDT C860,深圳锋达通,1,2011,4,0,96,0,3,1245,0,9.8,135,1,3.2,96000,1,0,256,512,4,200,0,1,0,1,0,1,0,1500,0,0,2,0
870,HE-F8,和信,1,2011,0,0,192,1,1,710,0,14.5,86,2,1.8,20480,0,1,32,16,9,130,0,0,0,0,0,0,0,850,0,0,1,0
871,S800,华录,1,2011,1,0,528,0,1,739,0,12.6,105,1,1.44,16384,0,1,4,16,1.6,0,0,0,0,0,0,0,0,1000,0,0,1,0
872,EF701,深圳广信,4,2011,1,1,125,1,1,362,0,13.1,110,1,2.8,76800,1,0,256,512,130,30,0,0,0,1,0,0,0,1050,1,0,1,1
873,HC-C330,海尔,1,2011,0,0,96,1,1,261,0,12.5,100,1,2.4,76800,0,2,512,1024,10,130,1,1,0,1,0,1,0,1000,0,0,1,0
874,HS-E310,海信,1,2011,1,0,192,1,1,371,0,11.7,125,1,2.4,76800,1,1,128,256,2,130,0,0,0,1,0,1,0,1400,0,0,3,0
875,OKWAP  C630,英华达,1,2010,1,1,125,1,3,660,0,13.5,128,1,2.6,76800,0,1,64,256,256,30,0,0,0,1,0,0,0,1150,0,0,1,0
876,HE-D330,海尔,1,2011,0,1,125,1,1,257,0,14.5,96,1,2.2,76800,0,1,128,256,100,200,0,1,0,1,0,1,0,850,1,0,1,0
877,CHER A4,齐乐,1,2011,1,0,528,1,1,799,0,12,120,1,3.2,96000,1,0,128,256,120,320,1,0,0,1,0,1,0,1100,1,1,3,0
878,E-5300,华录,5,2011,1,0,192,0,1,908,0,12.9,120,1,2.8,76800,1,0,64,128,70,130,1,1,0,1,0,1,0,1150,0,0,2,0
879,EG-E600,海尔,1,2011,3,0,600,1,3,1980,0,12.3,90,1,3,96000,1,0,128,256,0,320,1,0,0,1,0,1,0,800,0,0,3,0
880,HTC A315c,htc,1,2011,4,0,528,1,2,2113,0,11.99,112,1,3.2,96000,1,0,64,128,43,200,0,1,0,0,0,1,0,1200,0,0,3,0
881,F15,康佳,2,2011,1,0,192,0,3,1680,1,17.3,105,1,1.4,8192,0,1,2,4,64,0,0,1,0,0,0,0,0,900,0,0,1,0
882,TE610,深圳世纪天元,3,2010,0,0,192,1,3,574,0,11.9,120.4,1,2.4,76800,0,1,128,32,32,30,0,1,0,0,0,1,0,1000,0,0,1,0
883,TE600,深圳世纪天元,3,2011,1,0,528,1,1,773,0,11.9,110,1,2.2,38720,0,1,6,6,2,30,0,1,0,0,0,0,0,900,0,0,1,0
884,Skyworth SE60,创维,2,2011,1,0,192,0,1,859,1,14.01,75,1,2.4,76800,0,1,16,32,4,30,0,1,0,1,0,0,0,750,0,0,1,0
885,HTC S710d,htc,1,2011,4,0,1024,1,5,3580,0,11.5,85,1,1.8,20480,0,1,32,64,0,30,0,0,0,1,0,0,0,1000,0,0,1,0
886,UNC-E8,深圳友利通,2,2011,3,1,125,0,1,290,0,15,100,2,2.4,76800,0,1,128,32,128,30,0,1,0,0,0,1,0,1000,0,0,1,0
887,VD568,百灵葳朗,3,2010,1,0,96,1,3,610,1,19,144,1,2.5,76800,1,2,64,128,64,130,1,0,0,1,0,1,0,1300,0,0,3,0
888,YUSUN E21,语信时代,1,2011,0,1,125,1,1,380,0,13.5,138,1,2.2,38720,1,1,64,128,0,130,0,1,0,1,0,0,0,1300,0,0,3,0
889,EF866,深圳广信,3,2011,1,0,192,0,3,890,0,13,85,1,2.4,76800,0,1,512,1024,10,30,0,0,0,1,0,0,0,1000,0,0,1,0
890,E12,特灵通,1,2011,1,0,192,1,1,839,3,16.65,125,1,2.4,76800,0,1,256,256,20,200,0,0,0,1,0,1,0,950,0,0,1,0
891,Twin T89,彤霖,1,2011,0,0,192,1,1,408,0,12.5,140,1,2.4,76800,0,1,64,128,55,30,0,0,0,1,0,0,0,1400,0,0,1,0
892,DCT E326+,湖南大成,5,2011,3,0,192,1,3,1680,0,14.6,117,1,2.2,76800,1,1,64,256,38,200,1,1,0,1,0,1,0,1200,0,0,3,0
893,E289,深圳普莱达,4,2011,3,0,96,1,3,1500,1,20,80,1,1.5,14400,0,1,2,4,0.8,0,0,1,0,0,0,0,0,800,0,0,1,0
894,OKWAP i750,英华达,2,2011,1,0,600,1,1,828,0,15.3,120,1,3.2,153600,1,0,128,256,140,200,1,0,0,1,0,1,0,1500,1,0,3,0
895,Skyworth SE90,创维,4,2011,1,0,192,1,1,1380,1,18,108,1,3.2,96000,1,0,128,256,38,200,0,0,0,1,0,1,0,1400,0,0,2,0
896,DESAY C68,德赛,1,2011,1,0,192,0,1,750,0,17.5,124,1,3.2,153600,1,0,256,512,768,200,0,1,0,0,0,1,0,1050,1,0,2,0
897,EPHONE E92,易丰展业,3,2011,3,0,192,1,3,985,0,13.9,130,1,3.2,384000,1,0,256,128,512,500,1,0,0,1,0,1,1,1380,0,0,2,1
898,ZTE-J G680,中兴,1,2011,0,0,192,1,1,2980,0,17.6,75,1,1.36,6240,0,1,16,16,0.3,0,0,0,0,1,0,0,0,1050,0,0,1,0
899,DONXON E3,东森移动,5,2011,0,0,192,1,1,415,0,12,125,1,3.2,96000,1,0,128,256,2,200,1,1,0,1,0,0,0,1000,0,0,2,0
900,Twin T90,彤霖,1,2011,1,0,528,1,1,799,0,12.5,125,2,2.2,76800,0,1,32,128,128,30,0,1,0,0,0,1,0,750,0,0,1,0
901,C022,和信,1,2009,0,0,96,0,1,608,0,14.5,117,1,2.4,76800,0,1,64,64,64,200,0,0,0,1,0,1,0,1300,0,0,2,1
902,E189C,华讯方舟,1,2009,0,0,96,0,1,798,2,17.2,115,1,2,38720,0,1,32,32,0,30,1,1,1,1,0,1,0,1000,1,1,2,0
903,V908,德信琦基,1,2009,1,0,192,0,1,2980,0,13,110,1,1.77,16384,0,1,64,32,0,0,0,0,0,0,0,0,0,750,0,0,1,0
904,F6229,天宇朗通,1,2009,0,1,56,0,1,236,0,16,80,1,1.44,16384,0,1,16,32,0,0,0,0,0,0,0,0,0,1000,0,0,1,0
905,A118,英华达,1,2009,0,1,56,0,1,240,0,15.2,110,1,2.2,76800,0,1,64,32,20,130,0,1,0,1,0,0,0,720,0,0,1,0
906,A158,英华达,1,2009,0,1,56,0,1,598,0,14.9,70,1,1.45,6240,0,1,8,32,0,0,0,0,0,0,0,0,0,800,0,0,1,0
907,A3300c,摩托罗拉,1,2009,3,0,192,0,1,3880,0,13.5,150,1,4,384000,2,0,512,512,40,200,0,1,0,1,0,0,1,1520,1,0,2,1
908,C7300,华为,1,2009,2,0,192,0,1,1680,0,14.2,82.6,1,2.4,76800,0,1,64,128,10,30,0,0,0,1,0,0,0,950,0,0,1,0
909,A905C,天宇朗通,1,2008,2,1,56,0,3,1280,0,16,102,1,2.8,96000,1,1,512,256,256,130,0,1,0,0,0,0,0,1000,1,0,3,0
910,V970C,天宇朗通,1,2009,0,1,56,0,1,850,0,16.8,100,1,2.4,76800,0,1,64,256,10,30,0,1,0,1,0,0,0,1450,0,0,1,0
911,F132,天宇朗通,1,2009,0,1,56,0,1,520,0,15.3,125,1,3.2,96000,1,0,256,128,140,320,1,1,0,1,0,1,0,1050,1,0,3,1
912,C7189,华为,1,2009,0,0,96,0,1,728,0,14.6,80,1,1.6,38720,0,1,64,128,1024,30,0,1,0,0,0,1,0,1000,0,0,1,0
913,ZTE-C R200,中兴,1,2009,1,0,192,0,1,1180,0,13,80,1,1.77,20480,0,1,32,128,5,0,0,0,0,1,0,0,0,950,0,0,1,0
914,KV510,LG,2,2009,1,0,268,0,1,1451,0,11.9,90,1,2.4,76800,0,1,8,32,0,0,0,0,0,1,0,0,1,1080,0,0,1,0
915,EV701,永通,1,2009,0,0,192,0,1,999,0,15.5,115,1,2.4,76800,0,1,64,128,16,30,0,1,0,1,0,0,0,750,0,0,1,0
916,HS-C118,海信,1,2009,0,0,96,1,1,234,0,13,88,1,2.4,76800,0,1,256,128,100,320,0,1,0,1,0,1,0,860,0,0,1,0
917,SCH-F619,三星,2,2009,1,0,192,0,1,1071,1,18.5,130,1,3.2,96000,1,0,128,256,128,200,0,0,0,1,0,1,1,1200,1,0,2,1
918,D520,宇龙,2,2009,3,0,192,0,3,1442,0,15.2,83,1,1.7,8192,0,1,8,4,4,0,0,0,0,0,0,0,0,950,0,0,1,0
919,E210,宇龙,1,2009,2,0,192,0,1,2280,0,15.5,100,1,2.4,76800,1,1,128,256,100,200,1,0,0,1,0,1,0,1200,0,1,3,0
920,W799,三星,1,2009,4,0,268,0,5,6480,1,20.3,124,1,3.6,384000,1,0,128,256,0,500,0,1,0,1,0,1,1,1200,1,1,2,1
921,HS-E6,海信,2,2009,1,0,192,1,1,1499,0,12.6,140,1,4,409920,2,0,512,4096,2048,800,1,1,0,1,0,1,1,1930,1,1,2,1
922,N900+,宇龙,1,2009,4,0,192,0,5,6180,0,16,80,1,1.6,20480,0,1,64,32,0,0,0,0,0,0,0,0,0,1800,0,0,1,0
923,HC-Q7,和信,1,2009,0,0,96,0,1,500,0,15,140,2,2.4,76800,1,1,128,256,0,320,1,0,0,1,0,1,0,1100,0,0,3,0
924,Q3,创维,1,2009,0,0,96,0,1,210,0,11.5,120,1,2,38720,0,1,64,128,0.5,130,1,0,0,1,0,1,0,1300,0,0,1,0
925,C2823,华为,1,2009,0,0,96,0,1,298,0,13.7,85,1,1.4,6240,0,1,16,16,2,0,0,0,0,0,0,0,0,920,0,0,1,0
926,S200,森密,1,2009,0,0,96,0,1,498,0,14,66,1,1.8,20480,0,1,8,4,1,0,0,1,0,0,0,0,0,1200,0,0,1,0
927,S600C,森密,1,2009,0,0,96,0,1,460,0,14,68,1,1.8,38720,0,1,32,128,10,0,0,0,0,0,0,0,0,750,0,0,1,0
928,TC106,深圳世纪天元,1,2009,0,0,96,0,1,368,0,13,106,1,2.4,76800,0,1,64,64,5,130,0,1,0,1,0,1,0,1030,0,0,1,0
929,OT-S669C,TCL移动,1,2009,1,0,96,0,1,1580,0,15.2,120,1,3.2,96000,2,0,128,60,0,320,1,0,0,1,0,1,1,1500,1,0,2,0
930,C700,Philips,1,2009,1,0,96,0,3,2280,0,14.8,105.2,1,3.2,96000,1,0,128,256,10,130,0,0,0,1,0,0,0,1000,0,0,2,0
931,7100,雷梦,1,2009,1,0,96,0,1,580,0,12.6,155,1,4.3,409920,2,0,512,1024,8192,800,1,1,0,1,0,1,1,1540,1,1,3,1
932,i760,英华达,1,2009,1,0,192,0,1,940,0,13,134,1,2.4,76800,1,0,128,256,50,130,1,0,0,1,0,1,0,2000,0,0,3,0
933,D280,宇龙,1,2009,1,0,192,0,1,1680,0,15,89,1,2.4,76800,0,1,64,128,1,200,0,0,0,1,0,1,0,850,0,0,1,0
934,N92,宇龙,1,2009,1,0,192,0,3,4280,0,14.5,160,1,3,96000,1,1,128,256,98,200,0,1,0,1,0,0,0,1100,0,0,3,0
935,HS-E7,海信,1,2009,1,0,192,1,1,1899,2,13,86,1,2.4,76800,0,1,64,128,24,30,0,0,0,1,0,0,0,1000,0,0,1,0
936,EF800,深圳广信,1,2009,1,0,192,1,1,1999,0,13,145,1,2.8,76800,2,0,128,256,80,200,1,1,0,1,0,1,0,1500,0,0,2,0
937,EV258,杭州东信百丰,1,2009,2,0,192,0,1,680,0,12.6,120,1,3.5,153600,2,0,4096,2048,786,200,1,0,0,1,0,0,1,1300,1,0,2,1
938,ZTE-C R201,中兴,1,2009,1,0,192,0,1,1108,0,13,70,1,1.44,16384,0,1,64,64,0.5,0,0,0,0,0,0,0,0,700,0,0,1,0
939,ZTE-C R630,中兴,1,2009,1,0,192,0,1,2000,0,13.05,82,1,1.8,20480,0,1,128,32,2.5,0,0,0,0,0,0,0,0,750,0,0,1,0
940,ZTE-C R510,中兴,1,2009,1,0,192,0,1,1380,0,13.3,110,1,2.8,76800,1,0,256,512,125,130,0,0,0,1,0,0,0,1000,0,1,2,1
941,HS-EG59,海信,1,2009,1,0,192,1,3,1200,0,13.5,98,1,1.66,8192,0,1,64,128,24,0,0,1,0,1,0,0,0,1000,0,0,1,0
942,N100,银星基业,2,2010,1,0,192,0,3,1980,0,14.8,85,1,2,38720,0,1,128,256,160,200,1,0,0,1,0,1,0,900,0,0,1,0
943,D908,Philips,1,2010,3,0,600,0,3,4980,0,14.9,110,1,2.4,76800,1,1,32,128,3,130,0,1,0,0,0,1,0,900,1,0,3,0
944,i310e,联想,1,2010,1,0,192,0,1,1800,0,12,100,1,1.65,8192,0,1,64,128,64,0,0,1,0,0,0,0,0,1000,0,0,1,0
945,C2000,七喜控股,1,2010,1,0,192,0,3,2500,0,14.5,104,1,2.8,76800,1,0,64,16,0,0,0,0,0,1,0,0,0,1100,0,0,2,0
946,HK616,厦门宏康,1,2010,0,0,96,0,3,730,0,16.5,100,1,2.4,76800,0,1,64,128,0,30,0,0,0,1,0,0,0,100,0,0,1,0
947,B189,深圳赛尔林,1,2010,0,0,96,0,1,658,0,12.8,105,1,2.8,76800,1,0,128,256,32,200,1,1,0,1,0,1,0,1200,0,0,3,0
948,C76,深圳同威,1,2010,0,1,56,0,1,480,0,15,135,1,3.2,96000,1,0,64,128,43,200,0,1,0,1,0,1,0,1030,0,0,2,0
949,C316,英华达,1,2010,0,1,56,0,3,617,0,16.2,96,1,2.4,76800,0,1,64,64,10,30,0,0,0,1,0,1,0,1450,0,0,1,0
950,C2907,华为,1,2010,0,0,96,0,1,399,0,11.7,90,1,2.4,76800,0,1,64,128,30,30,0,0,1,1,0,0,0,1000,0,0,1,0
951,S109C,高威尔,1,2010,1,0,192,0,1,1880,0,15,85,1,2.4,76800,1,1,64,128,1024,130,0,1,0,0,0,1,0,1800,1,0,3,0
952,KV230,LG,1,2010,1,0,192,0,1,986,0,14.9,120,1,3.5,384000,2,2,256,512,100,320,1,1,0,1,0,1,1,1250,1,1,2,1
953,C321,中兴,1,2010,0,0,96,0,1,278,0,17.5,130,1,2.8,76800,1,0,128,256,150,200,0,0,0,1,0,1,0,1250,0,0,3,0
954,PTC710,普天宜通,1,2010,0,1,56,0,1,298,0,12.3,110,2,2.2,38720,1,1,16,4,2,30,0,0,0,0,0,0,0,1000,0,0,3,0
955,HC-C300C,海尔,1,2010,0,0,96,1,1,284,0,13.7,124,1,2,38720,0,1,32,128,1024,130,0,1,0,0,0,1,0,700,0,0,1,0
956,D508,宇龙,1,2010,1,0,192,0,3,1490,0,16.1,142,1,3.7,384000,2,0,512,512,90,500,1,1,0,1,0,1,1,2000,1,1,3,1
957,KS969CE,深圳科盛,1,2010,0,0,192,0,1,599,0,13.5,48.4,1,1.44,14400,0,1,32,128,0,0,0,0,0,0,0,0,0,950,0,0,1,0
958,B309,深圳赛尔林,1,2010,0,0,96,0,1,500,0,15,118,1,2.8,76800,1,0,256,128,4,200,0,0,0,1,0,1,0,1030,0,0,2,0
959,6316s,诺基亚,1,2010,1,0,192,0,1,1980,2,15,108,2,1.9,38720,0,1,32,128,20,130,1,0,0,1,0,0,0,1000,0,0,1,0
960,F6206,天宇朗通,2,2010,0,1,56,0,1,203,0,12.3,112,1,2.8,76800,1,0,128,256,0,200,1,0,0,1,0,1,0,1100,0,0,2,1
961,CF100,深圳广信,3,2010,0,1,56,0,1,240,0,14,188,1,3.3,384000,2,0,256,512,1024,500,1,1,0,1,0,1,1,1500,1,1,2,1
962,CF188,深圳广信,2,2010,0,1,56,0,1,258,0,14.3,85,1,1.44,14400,0,1,4,4,0.2,0,0,0,0,0,0,0,0,1000,0,0,1,0
963,CF328,深圳广信,4,2010,0,1,56,0,1,468,1,16,144,1,2.4,76800,1,1,64,128,0,30,0,1,0,0,0,0,0,1000,1,0,3,0
964,DF820,深圳广信,3,2010,0,1,56,0,3,754,0,14,100,1,1.8,20480,1,1,4,4,0,30,0,0,0,1,0,0,0,1100,0,0,3,0
965,F85,深圳广信,4,2010,0,1,56,0,3,465,0,15,115,1,2.8,307200,1,0,192,256,4096,320,1,0,0,1,0,1,0,1340,0,0,2,1
966,E20C,易丰展业,1,2010,0,0,96,0,1,299,0,13.6,61.5,1,1.44,16384,0,1,4,4,500,0,0,0,0,0,0,0,0,650,0,0,1,0
967,E36,易丰展业,1,2010,0,0,96,0,3,399,0,15.5,76,1,1.8,20480,0,1,32,64,0,0,0,0,0,0,0,0,0,1000,0,0,1,0
968,C5900,华为,1,2010,1,0,192,0,1,799,2,11.8,110,1,2.2,76800,0,1,64,256,250,30,0,1,0,0,0,1,0,850,1,0,1,0
969,C5700,华为,2,2010,0,0,192,0,1,598,0,9.9,110,1,2.4,76800,0,1,128,256,0,130,1,1,1,1,0,1,0,1100,0,0,1,0
970,E77,易丰展业,1,2010,2,0,192,0,3,1880,0,13.5,65,1,1.5,16384,0,1,4,8,1,0,0,0,0,0,0,0,0,1000,0,0,1,0
971,C7260,华为,1,2010,1,0,192,0,1,1200,0,13.6,100,1,1.4,14400,0,1,16,32,1,0,0,0,0,0,0,0,0,1000,0,0,1,0
972,NE20,纳伟仕,1,2010,1,0,192,0,3,1200,0,13.9,103,1,2.8,76800,1,0,128,256,33,200,1,1,0,0,0,1,0,1200,0,0,2,0
973,Q69,创维,1,2010,0,0,96,0,1,277,0,15.5,156,1,2,76800,1,1,64,64,15,130,1,0,0,1,0,1,0,1100,0,0,3,0
974,N107,银星基业,2,2010,1,0,192,0,3,2180,0,14.8,130,1,3,96000,1,0,128,256,160,200,1,1,0,1,0,1,0,900,0,0,2,0
975,V99,创维,1,2010,1,0,192,0,3,998,0,14.5,97,1,2.4,76800,2,1,128,256,70,30,0,0,0,1,0,0,0,1050,0,0,3,0
976,HS-E90,海信,2,2010,3,0,192,1,1,2800,0,13.95,170,1,4.3,518400,2,0,1024,4096,4096,500,1,1,0,1,0,1,1,1730,1,0,2,1
977,C90,深圳同威,1,2010,0,0,96,0,3,880,0,14,115,1,2.4,76800,1,1,8,32,3,130,0,0,0,1,0,0,0,1400,0,0,1,0
978,S189,华立,1,2010,0,0,96,0,1,248,0,12.6,90,2,2,38720,0,1,128,64,128,30,0,1,0,0,0,0,0,1200,0,0,1,0
979,E3680,华录,1,2010,1,0,192,0,3,1450,0,14.7,110,1,3.2,96000,1,0,128,512,1024,200,1,1,0,1,0,0,0,1300,0,0,2,0
980,A518C,华录,1,2010,0,1,56,0,3,899,0,13.2,88,1,1.77,19200,0,1,8,4,0,30,0,0,0,0,0,0,0,1400,0,0,1,0
981,UC100,深圳同威,1,2010,0,1,56,0,1,215,0,12.7,110,1,2.4,76800,0,1,64,128,33,200,1,1,0,1,0,1,0,1100,0,0,1,0
982,S190,中兴,1,2010,0,0,96,0,1,198,0,14.5,113,1,1.8,20480,0,1,8,8,2,30,0,0,0,0,0,0,0,700,0,0,1,0
983,H-V58E,海尔,1,2009,1,0,192,0,1,898,0,13.8,206,2,3.5,384000,2,1,1024,16384,16384,500,1,0,0,1,0,1,1,1500,1,1,3,1
984,C680,英华达,1,2010,1,0,192,0,3,1169,0,15.3,105,1,2.4,76800,0,1,128,64,2,130,0,1,0,1,0,0,0,1500,0,0,1,0
985,C808,深圳锋达通,1,2009,0,0,96,0,3,800,0,12,67,1,1.5,16384,0,1,32,128,1,0,0,0,0,0,0,0,0,950,0,0,1,0
986,FDT C806,深圳锋达通,1,2009,0,0,96,0,3,600,0,15.5,120,1,2.2,38720,1,1,8,16,0,30,0,1,0,1,0,0,0,800,0,0,3,0
987,C800,深圳锋达通,1,2009,0,0,96,0,1,360,0,15.3,80,1,1.77,20480,0,1,8,4,0,30,0,0,0,0,0,0,0,1350,0,0,1,0
988,C801,深圳锋达通,1,2009,0,0,96,0,1,600,0,15.2,110,1,2.6,96000,0,1,107,52,17.5,30,0,1,0,1,0,0,0,1000,0,0,1,0
989,699,深圳锋达通,1,2009,2,0,96,0,3,1080,1,12,65,1,1.44,16384,0,1,64,128,10,0,0,0,0,0,0,0,0,800,0,0,1,0
990,FLY-C66,展翼,1,2010,0,0,96,0,1,398,0,13.6,75,1,1.5,20480,0,1,32,64,32,0,0,0,0,0,0,0,0,1050,0,0,1,0
991,F6209,天宇朗通,3,2010,0,1,56,0,1,249,0,11.1,70,1,1.5,16384,0,1,32,64,32,0,0,0,0,1,0,0,0,670,0,0,1,0
992,HK-F5,厦门宏康,1,2009,0,0,96,0,1,333,0,12.15,135.5,1,4,384000,2,0,768,1024,4096,800,1,1,0,1,0,1,1,1450,1,0,2,1
993,HK-F8,厦门宏康,1,2009,1,0,96,0,1,950,0,15.8,95,1,2.8,96000,0,1,128,256,100,200,1,0,0,1,0,0,0,1000,0,0,1,0
994,NE16,纳伟仕,1,2010,1,0,192,0,3,1200,0,13.7,125,1,2.5,76800,1,0,64,128,2,30,0,0,0,0,0,0,0,900,0,0,2,0
995,K7000,森密,1,2010,2,0,192,0,3,822,0,14,100,1,2.4,76800,1,1,8,32,3,130,0,0,0,1,0,0,0,1500,0,0,3,0
996,E106,华讯方舟,1,2009,0,0,96,0,1,588,0,14.7,118,1,2.4,76800,1,1,128,256,2,30,0,0,0,0,0,0,0,1000,0,0,1,0
997,E288,华讯方舟,1,2009,0,0,96,0,1,598,0,14.3,100,1,2.8,76800,1,0,256,1024,128,200,1,1,0,1,0,0,0,1100,0,0,2,0
998,E206CG,华讯方舟,1,2009,1,1,56,0,3,1280,0,15,90,1,2.4,76800,0,1,512,1024,10,30,0,0,0,0,1,0,0,1000,0,0,1,0
999,i720,英华达,1,2010,1,0,192,0,1,605,0,14.95,118,1,2.4,76800,1,1,128,32,2,30,0,1,0,0,0,1,0,1800,1,1,3,0
1000,HT518,华立,1,2009,0,1,56,0,1,440,0,12.4,104,1,1.4,14400,0,1,4,4,0,30,1,1,1,1,0,1,0,850,1,1,2,0
1001,A516C,华录,1,2009,0,1,56,0,1,499,0,14.5,83,1,1.5,16384,0,1,16,32,32,0,0,0,0,0,0,0,0,830,0,0,1,0
1002,S600,华录,1,2009,0,1,56,0,3,899,0,15,248,1,2,38720,0,1,16,32,6,0,0,0,0,0,0,0,0,1700,0,0,1,0
